instruction,input,output,source,task
"Translate the following Hassania Arabic dialect text to English:
السحاب اتحولت لاگلاص",,The rain changed to snow.,dah,translation_hassania_to_en
"Translate the following English text to Hassania Arabic dialect:
One of us will have to go.",,واحد منا يالتو يمشي,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
واحد منا يالتو يمشي",,One of us will have to go.,dah,translation_hassania_to_en
"Translate the following English text to Hassania Arabic dialect:
It's a system that works.",,هو سيستم يشتقل,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
هو سيستم يشتقل",,It's a system that works.,dah,translation_hassania_to_en
"Translate the following English text to Hassania Arabic dialect:
He jumped out the window.",,رصف من الكوى,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
رصف من الكوى",,He jumped out the window.,dah,translation_hassania_to_en
"Translate the following English text to Hassania Arabic dialect:
The situation is beyond my grasp.",,هذا ما تليت ننفع فيه,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
هذا ما تليت ننفع فيه",,The situation is beyond my grasp.,dah,translation_hassania_to_en
"Translate the following English text to Hassania Arabic dialect:
I can't live that kind of life.",,مانْگد نحي ذ نوع من الحياة,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
مانْگد نحي ذ نوع من الحياة",,I can't live that kind of life.,dah,translation_hassania_to_en
Continue writing in Hassania Arabic dialect:,مانْگد نحي ذ ,مانْگد نحي ذ نوع من الحياة,dah,text_generation
"Translate the following English text to Hassania Arabic dialect:
Don't complain, Jamal.",,جمال لا تشكي,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
جمال لا تشكي",,"Don't complain, Jamal.",dah,translation_hassania_to_en
"Translate the following English text to Hassania Arabic dialect:
I like to talk about the good old days.",,نبقي نتكلم عن الايام الفايته الزينه,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
نبقي نتكلم عن الايام الفايته الزينه",,I like to talk about the good old days.,dah,translation_hassania_to_en
Continue writing in Hassania Arabic dialect:,نبقي نتكلم عن الا,نبقي نتكلم عن الايام الفايته الزينه,dah,text_generation
"Translate the following English text to Hassania Arabic dialect:
I live in a big city.",,ساكن افدشرة اكبيرة,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
ساكن افدشرة اكبيرة",,I live in a big city.,dah,translation_hassania_to_en
"Translate the following English text to Hassania Arabic dialect:
You're really not stupid.",,انت مانك فَيْسَدْ,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
انت مانك فَيْسَدْ",,You're really not stupid.,dah,translation_hassania_to_en
"Translate the following English text to Hassania Arabic dialect:
In case of fire, telephone the fire station.",,ف حالة خلگت حريگه تلفن لبومبيي,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
ف حالة خلگت حريگه تلفن لبومبيي",,"In case of fire, telephone the fire station.",dah,translation_hassania_to_en
Continue writing in Hassania Arabic dialect:,ف حالة خلگت حري,ف حالة خلگت حريگه تلفن لبومبيي,dah,text_generation
"Translate the following English text to Hassania Arabic dialect:
Saturday comes before Sunday.",,السبت سابگ الحد,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
السبت سابگ الحد",,Saturday comes before Sunday.,dah,translation_hassania_to_en
"Translate the following English text to Hassania Arabic dialect:
You should swear on the Holy Quran.",,يالتك تحلف اعل المصحف,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
يالتك تحلف اعل المصحف",,You should swear on the Holy Quran.,dah,translation_hassania_to_en
Continue writing in Hassania Arabic dialect:,يالتك تحلف,يالتك تحلف اعل المصحف,dah,text_generation
"Translate the following English text to Hassania Arabic dialect:
There is a time for all things.",,كل شي بوقتو,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
كل شي بوقتو",,There is a time for all things.,dah,translation_hassania_to_en
"Translate the following English text to Hassania Arabic dialect:
What time are you leaving?",,اينت تمشي ؟,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
اينت تمشي ؟",,What time are you leaving?,dah,translation_hassania_to_en
"Translate the following English text to Hassania Arabic dialect:
Sara is seventeen years old.",,سارة عندها اسباطعشر سنة,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
سارة عندها اسباطعشر سنة",,Sara is seventeen years old.,dah,translation_hassania_to_en
Continue writing in Hassania Arabic dialect:,سارة عندها ,سارة عندها اسباطعشر سنة,dah,text_generation
"Translate the following English text to Hassania Arabic dialect:
Maryem always studies for two hours a day.",,مريم تگرى ساعتين كل نهار,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
مريم تگرى ساعتين كل نهار",,Maryem always studies for two hours a day.,dah,translation_hassania_to_en
Continue writing in Hassania Arabic dialect:,مريم تگرى سا,مريم تگرى ساعتين كل نهار,dah,text_generation
"Translate the following English text to Hassania Arabic dialect:
You are to apologize to her for it.",,يالتك الا تعتذر لها عنو,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
يالتك الا تعتذر لها عنو",,You are to apologize to her for it.,dah,translation_hassania_to_en
Continue writing in Hassania Arabic dialect:,يالتك الا ت,يالتك الا تعتذر لها عنو,dah,text_generation
"Translate the following English text to Hassania Arabic dialect:
Mariem runs fast.",,مريم تجري بالعجله,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
مريم تجري بالعجله",,Mariem runs fast.,dah,translation_hassania_to_en
"Translate the following English text to Hassania Arabic dialect:
How many rooms are there in your house?",,كم من بيت افدارك؟,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
كم من بيت افدارك؟",,How many rooms are there in your house?,dah,translation_hassania_to_en
"Translate the following English text to Hassania Arabic dialect:
Generally speaking, history repeats itself.",,على العموم ، الزمن الا يعل راسو,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
على العموم ، الزمن الا يعل راسو",,"Generally speaking, history repeats itself.",dah,translation_hassania_to_en
Continue writing in Hassania Arabic dialect:,على العموم ، ال,على العموم ، الزمن الا يعل راسو,dah,text_generation
"Translate the following English text to Hassania Arabic dialect:
Let's try something.",,وهاي نشبرو شي,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
وهاي نشبرو شي",,Let's try something.,dah,translation_hassania_to_en
"Translate the following English text to Hassania Arabic dialect:
I'll get some glasses.",,حني نجيب شمن الكيسان,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
حني نجيب شمن الكيسان",,I'll get some glasses.,dah,translation_hassania_to_en
"Translate the following English text to Hassania Arabic dialect:
I don't blame them.",,ماني لايمتهم,dah,translation_en_to_hassania
