id,annotations,created_at, Annotation results,text,updated_at
736,1,2024-06-10T18:27:35.033359Z,Positive,الحمدلله ذاك ياسر من فضل الله,2024-06-10T18:27:35.033359Z
737,1,2024-06-10T18:27:39.480996Z,Positive,العاطي شي مولان,2024-06-10T18:27:39.480996Z
738,1,2024-06-10T18:27:43.071257Z,Positive,الحمدلله اصل اصحة ومن يتوكل على الله يرزقه من حيث لا يحتسب,2024-06-10T18:27:43.071257Z
739,1,2024-06-10T18:27:47.125148Z,Positive,الله إطول عمرك انشاء الله,2024-06-10T18:27:47.125148Z
740,1,2024-06-10T18:27:54.009516Z,Positive,هذا من القناعه لواقع لذا الراجل افكر فتباركالله احسن الخالقين,2024-06-10T18:27:54.009516Z
741,1,2024-06-10T18:27:58.991474Z,Positive,أصل الصحة والحمد الله رب العالمين وجزاك الله خير,2024-06-10T18:27:58.991474Z
742,1,2024-06-10T18:28:03.477239Z,Positive,الله يصلح حالنه وحالكم القناعة كنز لا يفنى,2024-06-10T18:28:03.477239Z
743,1,2024-06-10T18:28:08.370987Z,Positive,لاحول الوالدين هذو روايه,2024-06-10T18:28:08.370987Z
744,1,2024-06-10T18:28:11.990280Z,Positive,ياربي تسمحلي حق والديا,2024-06-10T18:28:11.990280Z
745,1,2024-06-10T18:28:16.253817Z,Positive,الله يارك فيها نعم قدوة الرجل,2024-06-10T18:28:16.253817Z
746,1,2024-06-10T18:28:21.974080Z,Positive,هذا يغير أصل الصحة الوالدين نعمة,2024-06-10T18:28:21.974080Z
747,1,2024-06-10T18:28:25.777185Z,Positive,تساهل بعد,2024-06-10T18:28:25.777185Z
748,1,2024-06-10T18:28:29.443742Z,Positive,هاذا زين يحفظ انشالله,2024-06-10T18:28:29.443742Z
749,1,2024-06-10T18:28:33.168582Z,Positive,يوڭي حته ,2024-06-10T18:28:33.168582Z
750,1,2024-06-10T18:28:44.656235Z,Positive,انت شريف وابن شرفاء ايها الاب الفاضل ,2024-06-10T18:28:44.656235Z
751,1,2024-06-10T18:28:48.239790Z,Positive,ومن يتوكل على الله فهو حسبه,2024-06-10T18:28:48.239790Z
752,1,2024-06-10T18:28:52.174003Z,Positive,أزين فيديو گط أن بعد شفتو,2024-06-10T18:28:52.174003Z
753,1,2024-06-10T18:28:56.047086Z,Positive,الله يحفظن ويحفطك إن شاء الله هاذا الاهو حالت اباتن كاملين مسكنين كاملين,2024-06-10T18:28:56.047086Z
754,1,2024-06-10T18:29:00.652446Z,Positive,الله اخلين والدين وطولن فعمارهم,2024-06-10T18:29:00.652446Z
755,1,2024-06-10T18:29:04.372642Z,Positive,يوݣي حته,2024-06-10T18:29:04.372642Z
756,1,2024-06-10T18:29:07.954785Z,Positive,يستهالو,2024-06-10T18:29:07.954785Z
757,1,2024-06-10T18:29:11.924868Z,Positive,تحي لي هاذ الأب,2024-06-10T18:29:11.924868Z
758,1,2024-06-10T18:29:16.187169Z,Positive,لله إبارك فيك ويعطيك مرادك فيها  إنشالل,2024-06-10T18:29:16.187169Z
759,1,2024-06-10T18:29:21.151536Z,Positive,راجل متعدل وقظف ومكافح يالا الدولة تعدلو شي ماه ذا قطعا,2024-06-10T18:29:21.151536Z
760,1,2024-06-10T18:29:25.804126Z,Positive,إبتعد قليلا عن مال أبيك وستعرف كيف يعيش الرجال,2024-06-10T18:29:25.804126Z
761,1,2024-06-10T18:29:31.256904Z,Neutral,باش,2024-06-10T18:29:31.256904Z
762,1,2024-06-10T18:29:35.205780Z,Positive,متعدل انت بعد,2024-06-10T18:29:35.205780Z
763,1,2024-06-10T18:29:38.589990Z,Positive,اصل صحة حتتت,2024-06-10T18:29:38.589990Z
764,1,2024-06-10T18:29:44.289965Z,Positive,التآزر أشبه برنامج كط اخلك في البلد منذ الإستقلال يذكر فيشكر واستطاع عنو اعاون الفئات الضعيفة في كل أنحاء البلاد,2024-06-10T18:29:44.289965Z
765,1,2024-06-10T18:29:48.096020Z,Positive,ألله أيبارك فيك,2024-06-10T18:29:48.096020Z
766,1,2024-06-10T18:29:58.411563Z,Neutral,نو ضيعونا نحن الدخلاء اعل تفرغ زينه ولافتنا عدنا بوتاتنا ماتلين نجبرو تكسيات,2024-06-10T18:29:58.411563Z
767,1,2024-06-10T18:30:10.257580Z,Neutral,يغير هاذو اللهي يجرو العدوالتيكسات تفرغ زين,2024-06-10T18:30:10.257580Z
768,1,2024-06-10T18:30:17.634487Z,Negative, الممنوع مرغوب,2024-06-10T18:30:17.634487Z
769,1,2024-06-10T18:30:25.956681Z,Neutral,تفرغ زينة يدخل فيها جميع الأسواق,2024-06-10T18:30:25.956681Z
770,1,2024-06-10T18:30:29.690659Z,Neutral,إبان ههههه,2024-06-10T18:30:29.690659Z
771,1,2024-06-10T18:30:35.603115Z,Positive,شكرا اعل ذاك من ركت الجلد,2024-06-10T18:30:35.603115Z
772,1,2024-06-10T18:30:42.923391Z,Neutral,عزت ش,2024-06-10T18:30:42.923391Z
773,1,2024-06-10T18:30:49.580344Z,Positive,تفرق زين الا ثرها زين,2024-06-10T18:30:49.580344Z
774,1,2024-06-10T18:30:54.962872Z,Positive, ذاك بعد معيدل الالحك,2024-06-10T18:30:54.962872Z
775,1,2024-06-10T18:31:01.649406Z,Neutral,اعل ذي الحال,2024-06-10T18:31:01.649406Z
776,1,2024-06-10T18:31:13.841441Z,Neutral,الا ثرها اكثر الشغله شورها,2024-06-10T18:31:13.841441Z
777,1,2024-06-10T18:31:18.011894Z,Positive,كورساته زينين,2024-06-10T18:31:18.011894Z
778,1,2024-06-10T18:31:24.416148Z,Neutral,حت تفرع زينه ألا من نواكشوط ولاهي لحده عن حده,2024-06-10T18:31:24.416148Z
779,1,2024-06-10T18:31:29.180217Z,Neutral,ذاك بعد السؤال مطروح,2024-06-10T18:31:29.180217Z
780,1,2024-06-10T18:31:33.104458Z,Positive,أكثر الحركة فتفرغ زينه,2024-06-10T18:31:33.104458Z
781,1,2024-06-10T18:31:39.655460Z,Neutral,رايقين كبيتال حسب الفاهم,2024-06-10T18:31:39.655460Z
782,1,2024-06-10T18:31:43.597055Z,Neutral,العمال أغلبهم يشتغل ألا فتفرغ زينه,2024-06-10T18:31:43.597055Z
783,1,2024-06-10T18:31:47.467392Z,Neutral,تفرغ زينه ماهي نوكشوط,2024-06-10T18:31:47.467392Z
784,1,2024-06-10T18:31:52.315118Z,Positive,ذاك ثابت,2024-06-10T18:31:52.315118Z
785,1,2024-06-10T18:31:59.247735Z,Neutral,غريبه اخبارهذو توك توك ,2024-06-10T18:31:59.247735Z
786,1,2024-06-10T18:32:03.075896Z,Neutral,عدلوه اوتوف,2024-06-10T18:32:03.075896Z
787,1,2024-06-10T18:32:08.228725Z,Positive,عزت تفرغ الزينة,2024-06-10T18:32:08.228725Z
788,1,2024-06-10T18:32:13.188046Z,Positive,ابلد لبرود,2024-06-10T18:32:13.188046Z
789,1,2024-06-10T18:32:18.809176Z,Positive,حڭ بعد,2024-06-10T18:32:18.809176Z
790,1,2024-06-10T18:32:22.369905Z,Positive,ترابه زينه,2024-06-10T18:32:22.369905Z
791,1,2024-06-10T18:32:28.939914Z,Positive,ألا أحب شيء للإنسان ما منع,2024-06-10T18:32:28.939914Z
792,1,2024-06-10T18:32:32.540079Z,Positive,كلام جميل,2024-06-10T18:32:32.540079Z
793,1,2024-06-10T18:32:39.026255Z,Negative,ذاك جايكم,2024-06-10T18:32:39.026255Z
794,1,2024-06-10T18:32:47.960078Z,Neutral,هذو رجاله من موريتان,2024-06-10T18:32:47.960078Z
795,1,2024-06-10T18:32:53.949793Z,Negative, ذاك دورو تجبروه,2024-06-10T18:32:53.949793Z
796,1,2024-06-10T18:32:59.084741Z,Neutral,ماه بعد من مولان,2024-06-10T18:32:59.084741Z
797,1,2024-06-10T18:33:05.181276Z,Positive,مافيهم خير كاملين,2024-06-10T18:33:05.181276Z
798,1,2024-06-10T18:33:09.310709Z,Positive, ذاك ثابت,2024-06-10T18:33:09.310709Z
799,1,2024-06-10T18:33:13.175768Z,Positive,الا الحڭ ههههه,2024-06-10T18:33:13.175768Z
800,1,2024-06-10T18:33:19.425676Z,Positive,عندهم اسويرتي، اكلام افبلو,2024-06-10T18:33:19.425676Z
801,1,2024-06-10T18:33:24.076341Z,Positive,لقطة تعبرعن لسان الحال,2024-06-10T18:33:24.076341Z
802,1,2024-06-10T18:33:27.733558Z,Positive, ذاك بصيفت ذيك,2024-06-10T18:33:27.733558Z
803,1,2024-06-10T18:33:32.936674Z,Positive,هههه طريف حت,2024-06-10T18:33:32.936674Z
804,1,2024-06-10T18:33:40.919844Z,Negative,الا واسو بشور، كافي ذاك الفتو حشتو,2024-06-10T18:33:40.919844Z
805,1,2024-06-10T18:33:47.043606Z,Neutral,دنيا فانيه,2024-06-10T18:33:47.043606Z
806,1,2024-06-10T18:33:51.110470Z,Negative,الراجل لا توحل,2024-06-10T18:33:51.110470Z
807,1,2024-06-10T18:33:55.394475Z,Negative,لله يوضعهم,2024-06-10T18:33:55.394475Z
808,1,2024-06-10T18:34:00.917604Z,Negative,يوضعكم انشاء الله,2024-06-10T18:34:00.917604Z
809,1,2024-06-10T18:34:04.576708Z,Negative, ظحكته بع,2024-06-10T18:34:04.576708Z
810,1,2024-06-10T18:34:08.501444Z,Negative,راكد الا انت,2024-06-10T18:34:08.506812Z
811,1,2024-06-10T18:34:18.006901Z,Neutral,ثابتا يوليدي,2024-06-10T18:34:18.006901Z
812,1,2024-06-10T18:34:25.831456Z,Positive,إنها معبره جدا,2024-06-10T18:34:25.831456Z
813,1,2024-06-10T18:34:34.094394Z,Negative, التعبير ليس صحيح,2024-06-10T18:34:34.094394Z
814,1,2024-06-10T18:40:52.230767Z,Positive,كلام في الصميم  وغير مركب  إنها الحقيقة بعينها,2024-06-10T18:40:52.230767Z
815,1,2024-06-10T18:40:57.998033Z,Neutral,ولد محم اهرو اجبر تعيين,2024-06-10T18:40:57.998033Z
816,1,2024-06-10T18:41:01.884993Z,Negative,ماعندكم ماه الصرك توف,2024-06-10T18:41:01.884993Z
817,1,2024-06-10T18:41:07.558542Z,Positive, الرجالة فاغمادها,2024-06-10T18:41:07.558542Z
818,1,2024-06-10T18:41:14.018304Z,Negative,المخلوق امصرطينو حب ارگاد,2024-06-10T18:41:14.018304Z
819,1,2024-06-10T18:41:20.333628Z,Positive,يخي ماقادي شي بعد,2024-06-10T18:41:20.333628Z
820,1,2024-06-10T18:41:28.849618Z,Negative, هذ اجميعة اخباره، كالت أموال الشعب,2024-06-10T18:41:28.849618Z
821,1,2024-06-10T18:41:33.736355Z,Negative,هذ العصابه ماشوره ش بعد,2024-06-10T18:41:33.736355Z
822,1,2024-06-10T18:41:39.066750Z,Negative,الجميع يضحك أهل موريتان غريبين وتوف,2024-06-10T18:41:39.066750Z
823,1,2024-06-10T18:41:46.443950Z,Neutral,هذ الجماعه ماتصيب عنهم اي حكومه,2024-06-10T18:41:46.443950Z
824,1,2024-06-10T18:41:50.687452Z,Negative,اتف هوم الا يبحث عن السراڭ واردوهم واحدا بعد واحد,2024-06-10T18:41:50.687452Z
825,1,2024-06-10T18:41:54.893335Z,Negative,راكد حڭ ماكط كاع عاد واعي,2024-06-10T18:41:54.893335Z
826,1,2024-06-10T18:42:07.051134Z,Negative,اسكي مخطر ذ اجماعه  بعد,2024-06-10T18:42:07.051134Z
827,1,2024-06-10T18:42:11.065877Z,Negative,ذاك ماه حڭ، ذاك جايكم  حق امخالق مولانه,2024-06-10T18:42:11.065877Z
828,1,2024-06-10T18:42:19.639047Z,Positive, زوين ذاك بعد,2024-06-10T18:42:19.639047Z
829,1,2024-06-10T18:42:25.850339Z,Negative,والله أل ألف من وريخست,2024-06-10T18:42:25.850339Z
830,1,2024-06-10T18:42:28.456232Z,Neutral,ذ منهوم,2024-06-10T18:42:28.456232Z
831,1,2024-06-10T18:42:32.988869Z,Negative,إريحن منهم,2024-06-10T18:42:32.988869Z
832,1,2024-06-10T18:42:36.191039Z,Negative,وشعب ميته,2024-06-10T18:42:36.191039Z
833,1,2024-06-10T18:42:40.349287Z,Positive,كاريكاتير صادقه ومعبره ويعكس حالة المتملقين ,2024-06-10T18:42:40.349287Z
834,1,2024-06-10T18:42:43.918062Z,Positive,المشوارطويل والطريق واضحة,2024-06-10T18:42:43.918062Z
835,1,2024-06-10T18:42:47.058314Z,Positive,فبلوووو,2024-06-10T18:42:47.058314Z
836,1,2024-06-10T18:42:56.420527Z,Neutral,لا تعجلو دور اعينو الرئيس السابق اگريب,2024-06-10T18:42:56.420527Z
837,1,2024-06-10T18:42:59.083680Z,Positive,وخيرت بها جماعه,2024-06-10T18:42:59.083680Z
838,1,2024-06-10T18:43:07.343813Z,Negative,مركدو الا تصفاگكم,2024-06-10T18:43:07.343813Z
839,1,2024-06-10T18:43:10.020194Z,Neutral,يا كرشي,2024-06-10T18:43:10.020194Z
840,1,2024-06-10T18:43:13.422901Z,Positive,غزينا,2024-06-10T18:43:13.422901Z
841,1,2024-06-10T18:56:35.519557Z,Positive,هذ مديورين جديد وخيرت حڭ,2024-06-10T18:56:35.519557Z
842,1,2024-06-10T18:56:40.288129Z,Negative, صحيح المشكيلة اركاد,2024-06-10T18:56:40.288129Z
843,1,2024-06-10T18:56:44.912211Z,Negative,ذاك ال الحسد,2024-06-10T18:56:44.912211Z
844,1,2024-06-10T18:56:57.462450Z,Negative, الحال متين,2024-06-10T18:56:57.463448Z
845,1,2024-06-10T18:57:00.584142Z,Positive,لسان الواقع,2024-06-10T18:57:00.584142Z
846,1,2024-06-10T18:57:05.146983Z,Positive, كلام مناسب صرتك,2024-06-10T18:57:05.146983Z
847,1,2024-06-10T18:57:09.544020Z,Positive,كلام ينم عن الصورة,2024-06-10T18:57:09.544020Z
848,1,2024-06-10T18:57:15.528444Z,Negative, ماني كايله,2024-06-10T18:57:15.528444Z
849,1,2024-06-10T18:57:18.550830Z,Negative,فظمه فيهم,2024-06-10T18:57:18.550830Z
850,1,2024-06-10T18:57:21.947254Z,Negative, ذاك جايكم,2024-06-10T18:57:21.947254Z
851,1,2024-06-10T18:57:25.366018Z,Positive,ذاك أبصيفتو ذيك,2024-06-10T18:57:25.366018Z
852,1,2024-06-10T18:57:30.137898Z,Negative, اصل راكده ذاك جايكم مصحكم,2024-06-10T18:57:30.137898Z
853,1,2024-06-10T18:57:33.313763Z,Positive,كلمات ف بلده,2024-06-10T18:57:33.313763Z
854,1,2024-06-10T18:57:39.389821Z,Positive,خلو عنكم ول عمي,2024-06-10T18:57:39.389821Z
855,1,2024-06-10T18:57:47.676863Z,Negative,ايهم الافسد وإن كانو مشتركين في الصفة ,2024-06-10T18:57:47.676863Z
856,1,2024-06-10T18:57:53.130985Z,Negative,وخير باللوبي والمافيا,2024-06-10T18:57:53.130985Z
857,1,2024-06-10T18:57:56.583758Z,Positive, ذاك بارد,2024-06-10T18:57:56.583758Z
858,1,2024-06-10T18:58:01.162482Z,Negative,ذاك الاهو الحڭ ماتجوڭو,2024-06-10T18:58:01.162482Z
859,1,2024-06-10T18:43:22.653034Z,Negative,هههه لاهي وكفته,2024-06-10T18:43:22.653034Z
860,1,2024-06-10T18:43:27.886219Z,Positive, الواقع في صورة,2024-06-10T18:43:27.886219Z
861,1,2024-06-10T18:43:30.562145Z,Negative,ايطيرو,2024-06-10T18:43:30.562145Z
862,1,2024-06-10T18:43:35.277074Z,Negative,ما يكول شي,2024-06-10T18:43:35.277074Z
863,1,2024-06-10T18:43:39.217891Z,Negative,دني اوتوف,2024-06-10T18:43:39.217891Z
864,1,2024-06-10T18:43:42.549250Z,Negative,ماهو مهم,2024-06-10T18:43:42.549250Z
865,1,2024-06-10T18:43:47.195005Z,Negative,عين الطلح ما كط جاه الماء فالنهار  منذ سنة,2024-06-10T18:43:47.195005Z
866,1,2024-06-10T18:43:52.984066Z,Positive,راني شاكيين من شركة الوطنية للماء ال فلعيون خالك حي ينڭالو حي الفاش  لو 7اشهر  مايجيه الماء وفتن تلفن اعليكم مرات بيه,2024-06-10T18:43:52.984066Z
867,1,2024-06-10T18:43:57.740079Z,Positive,يالل اتعود كل منطقة عندها سيارة تتجول في الشوارع,2024-06-10T18:43:57.740079Z
868,1,2024-06-10T18:44:00.765240Z,Positive,حد اتواصل امعاكم يجبركم اعليه,2024-06-10T18:44:00.766237Z
869,1,2024-06-10T18:44:06.783941Z,Negative,راعيني نتلفلهم ما يكبظوني,2024-06-10T18:44:06.783941Z
870,1,2024-06-10T18:44:09.390708Z,Negative,ذاك اارقم الا الفيافي,2024-06-10T18:44:09.390708Z
871,1,2024-06-10T18:44:14.734027Z,Negative,هذا لا نوع من إهانة المواطن,2024-06-10T18:44:14.734027Z
872,1,2024-06-10T18:44:19.577722Z,Negative,الماء گاع الا حانيه يخلگ,2024-06-10T18:44:19.577722Z
873,1,2024-06-10T18:44:22.642315Z,Neutral,يسو فاداخل,2024-06-10T18:44:22.642315Z
874,1,2024-06-10T18:44:30.544812Z,Negative,المشكلة ماه التوصل,2024-06-10T18:44:30.544812Z
875,1,2024-06-10T18:44:33.664604Z,Negative,هي الا الفيافي الأحمر,2024-06-10T18:44:33.664604Z
876,1,2024-06-10T18:44:37.524111Z,Neutral,هذا الرقم ماينجبر,2024-06-10T18:44:37.524111Z
877,1,2024-06-10T18:44:40.151328Z,Negative,فظمه، نعطو اشهر اتلفنو عليه ما تردو عليه,2024-06-10T18:44:40.151328Z
878,1,2024-06-10T18:44:46.149064Z,Negative,فظمه، سبقكم بها عكاشة صوملك والاسبوع الأول بعد الإعلان تم الرفع رقم من الخدمة  انتم الأسوء لاشك,2024-06-10T18:44:46.149064Z
879,1,2024-06-10T18:44:50.311625Z,Negative,ذي ماتلين لاهي نكطعو عنكم، نحن دهرا مكطوع عن الماء,2024-06-10T18:44:50.311625Z
880,1,2024-06-10T18:44:55.253012Z,Negative,ذ الفيافي الماء ماه خلاق الناس خاليها لعطش، وانتمو واحلين فالوزير,2024-06-10T18:44:55.253012Z
881,1,2024-06-10T18:44:58.515699Z,Negative,ما تحشم وتوف,2024-06-10T18:44:58.515699Z
882,1,2024-06-10T18:45:02.385422Z,Negative,علموه عن نواكشوط عطشان حتى يوم دماس مكطوع عنا الماء,2024-06-10T18:45:02.385422Z
883,1,2024-06-10T18:45:06.017061Z,Negative,هذا السيناريو كل سنة يتكرر، قمة في الفشل ولذلك بإستطاعتكم فقط أخذ صورة شخصية لوزيركم من عين المكان وإعطاء وعود والمغادرة فقط لاغير,2024-06-10T18:45:06.017061Z
884,1,2024-06-10T18:45:12.907343Z,Positive,ول عمي آن زين فيه يبعد عن الإعلام و يشتغل فصمت,2024-06-10T18:45:12.907343Z
885,1,2024-06-10T18:45:16.396232Z,Negative,اخليتونا بالعطش أحياء كبيرة في انواكشوط بلا ماء,2024-06-10T18:45:16.396232Z
886,1,2024-06-10T18:45:34.820629Z,Neutral,هي مشكلة الأمطار في أنواكشوط ماه من ظرك الحڭه يقبظوله التدابير يامعالى الوزير,2024-06-10T18:45:34.820629Z
887,1,2024-06-10T18:45:38.689218Z,Negative,مزالت الكذبة لاه توكف اعليكم نحن مان اعجال,2024-06-10T18:45:38.689218Z
888,1,2024-06-10T18:45:41.916645Z,Positive,يوڭي حتته,2024-06-10T18:45:41.916645Z
889,1,2024-06-10T18:58:04.718028Z,Negative,الفشل، الأمطار كل عام اتج لنواكشوط ,2024-06-10T18:58:04.718028Z
890,1,2024-06-10T18:58:19.243986Z,Negative,والله مانكم واحلين فش يسو شنه ألا الفيافي,2024-06-10T18:58:19.243986Z
